id_projeto,nome,descricao,tipo_projeto,uf,situacao,data_de_inicio_prevista,data_de_fim_prevista,fontes_de_recurso,objetivo_do_projeto,funcao_social
19326.53-40,Assentamento Osiel Alves,A construção do galpão.,Agricultura e Organização Agrária,DF,Cadastrada,2022-12-28,2024-12-28,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1310523.4}",A construção do galpão.,"De maneira direta, serão beneficiados com a edificação aproximadamente 168 produtores familiares no Assentamento Osiel Alves, que fica localizado na Região Administrativa de Planaltina.. 1. Armazenamento, organização, distribuição e comercialização de produtos agrícolas.

2. Armazenamento de equipamentos agrícolas;

3. Local adequado para atividades coletivas, tais como, reuniões, capacitação dos produtores.. 1. Esse espaço irá otimizar a logística operacional, melhorando a qualidade dos produtos a serem comercializados, e por consequência contribuindo para o desenvolvimento da região e aumento da qualidade de vida dos produtores daquela localidade.

2. Com a implantação do galpão, os produtores terão mais estrutura para escoar a produção, e espera-se que as perdas por transportes dos produtos diminuam em até 30%."
43986.53-49,Persianas Metálicas (Brises),"Tendo em vista o planejamento para construção, revitalização de diversos ambientes médico-hospitalares deste hospital constantes no PAC (Plano Anual de Contratação) e
também contando com o planejamento de reestruturação dos andares de internação; a revitalização da fachada do prédio lâmina do HFA tem como objetivo a adequação das instalações físicas às normas vigentes como a Resolução RDC nº 50, de 21 de fevereiro de 2002, a abertura do atual processo licitatório tem por finalidade propiciar a condição necessária para a contração de empresa especializada para realizar execução de serviços de engenharia de adequação dos brises dos do 8º, 9º e 10º andar e pertinente implantação do projeto de ancoragem (linha de vida) necessário a realização dos serviços.",Saúde,DF,Em execução,2024-12-20,2025-09-20,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1565000.0}","Tendo em vista o planejamento para construção, revitalização de diversos ambientes médico-hospitalares deste hospital constantes no PAC (Plano Anual de Contratação) e
também contando com o planejamento de reestruturação dos andares de internação; a revitalização da fachada do prédio lâmina do HFA tem como objetivo a adequação das instalações físicas às normas vigentes como a Resolução RDC nº 50, de 21 de fevereiro de 2002, a abertura do atual processo licitatório tem por finalidade propiciar a condição necessária para a contração de empresa especializada para realizar execução de serviços de engenharia de adequação dos brises dos do 8º, 9º e 10º andar e pertinente implantação do projeto de ancoragem (linha de vida) necessário a realização dos serviços.","Tendo em vista o planejamento para construção, revitalização de diversos ambientes médico-hospitalares deste hospital constantes no PAC (Plano Anual de Contratação) e
também contando com o planejamento de reestruturação dos andares de internação; a revitalização da fachada do prédio lâmina do HFA tem como objetivo a adequação das instalações físicas às normas vigentes como a Resolução RDC nº 50, de 21 de fevereiro de 2002, a abertura do atual processo licitatório tem por finalidade propiciar a condição necessária para a contração de empresa especializada para realizar execução de serviços de engenharia de adequação dos brises dos do 8º, 9º e 10º andar e pertinente implantação do projeto de ancoragem (linha de vida) necessário a realização dos serviços."
19754.53-12,Modernização de Elevadores do Bloco G do MS,"Modernização integral de 8(oito) elevadores do Bloco “G”, da Esplanada dos Ministérios, Brasília/DF, Edifício Sede do Ministério da Saúde",Saúde,DF,Cadastrada,2023-01-31,2023-11-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 7141939.72}","Contratação de uma empresa especializada em engenharia eletromecânica para modernização integral de 8(oito) elevadores do Bloco “G”, da Esplanada dos Ministérios, Brasília/DF, Edifício Sede do Ministério da Saúde, conforme condições, quantidades e exigências estabelecidas neste instrumento e seus anexos do processo 25000.148796/2022-25",Modernização de Elevadores do MS bem público institucional
1463.53-66,00 00377/2020,"contratação de empresa especializada para prestação dos serviços de gerenciamento dos empreendimentos de construção, sob a jurisdição do dnit, para toda a malha rodoviária federal da região nordeste.",Rodovia,DF,Cadastrada,,,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 25848700.0}",Gerenciamento de 0 km.,"Preservar vidas e promover o desenvolvimento sustentável do país priorizando a segurança, as boas condições de trafegabilidade e a otimização da logística dos transportes, elevando assim o nível de serviço das vias."
4745.53-61,Telhado do Ambulatório - HFA,"Substituição dos telhados do ambulatório e radiologia do Hospital das Forças Armadas com elaboração de projeto executivo, fornecimento de materiais, mão de obra, ferramentas e equipamentos.",Administrativo,DF,Concluída,2021-05-01,2022-04-01,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 3792936.79}","Como benefícios esperados com a substituição dos telhados destaca-se a prevenção de danos causados pela infiltração de águas das chuvas que resultam em alagamentos das lajes das coberturas, encharcamento das paredes, aparecimento de mofos e ainda  a possibilidade de curtos circuitos nas instalações elétricas pela presença de água nos eletrodutos. Tudo isso pode gerar danos irreparáveis tanto às pessoas como ao patrimônio público. Desta forma as ações de manutenção corretiva ou preventiva objetivadas pelos serviços que se pretende contratar, sem qualquer sombra de dúvida, demonstram benefícios diretos e indiretos tanto para a administração pública como para o usuário em geral.","A substituição dos telhados trará para o hospital das forças armadas, maior conservação do patrimônio, gerando economicidade em manutenção corretivas concorre para a diminuição dos custos operacionais do hospital."
4752.53-48,Teste de integração sistema – Coordenação de Gerenciamento de Dados do MDR - Ronald  Alves Vieira,Teste de integração sistema – Coordenação de Gerenciamento de Dados do MDR - Ronald  Alves Vieira,Desenvolvimento,DF,Cadastrada,2021-11-16,2021-11-17,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 3000000.0}",Teste de integração sistema – Coordenação de Gerenciamento de Dados do MDR - Ronald  Alves Vieira,Habitar o envio de empreendimentos pelo MDR para o CIPI em lote.R
3224.53-52,CFT - CENTRO DE FORMAÇÃO TECNOLOGICA DO CAMPUS SÃO SEBASTIÃO,"construção um galpão que comporte salas e especificidades de cada área de formação que o Campus São Sebastião atenda. Tal edificação conta com banheiros, salas de aulas e espaço para laboratórios que serão integrados. Será um galpão com previsão para dois pavimentos, onde será construído no momento apenas o térreo que atenderá as demandas dos cursos que o campus São Sebastião oferece. ",Educação,DF,Cadastrada,2021-11-01,2022-09-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 2250000.0}","aumentar a oferta de cursos técnicos/tecnológicos e de curta duração, e para isso, necessita aumentar sua área para laboratórios e salas de aulas integradas a esses laboratórios.",atender a comunidade acadêmica do Campus São Sebastião principalmente nos eixos de informática e pedagogia. 
6227.53-14,"Complementação, Reparação e Adequação da Construção da 16ª Delegacia de Polícia","Complementação, reparação e adequação da construção da 16ª Delegada de Polícia Civil do Distrito Federal,",Segurança Pública,DF,Cadastrada,2022-06-20,2022-12-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 65624.2}",Conclusão da ampliação da 16ª Delegacia de Polícia.,Garantir segurança a pública de qualidade a toda a população.
5431.53-87,"RDC 362/2021 - Regularização das faixas de domínio da União, em áreas urbanas e rurais - PROFAIXA Lote 01","Contratação de empresa(s) especializada(s) para execução de serviços técnicos especializados de engenharia para regularização das faixas de domínio da União, em áreas urbanas e rurais, incluindo o levantamento topográfico cadastral da faixa de domínio, elaboração, revisão e complementação de cadastros técnicos, levantamento documental e auxílio na administração patrimonial das faixas de domínio das rodovias federais integrantes do Sistema Nacional de Viação - SNV, enquanto necessários ou vinculados às atividades do DNIT. Lote 01 - Regiões Centro-Oeste e Norte Extensão Total: 15.878,5km; Região Centro-Oeste - Extensão: 7.279,34km; Região Norte - Extensão: 8.599,20km.",Rodovia,DF,Cadastrada,2021-12-31,2025-02-20,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 15072096.67}",Projetos Básicos e Executivos de Engenharia,Ampliação da capacidade de trafego visando a melhoria da segurança do usuário.
2628.53-48,"Elaboração de anteprojeto, projeto básico, executivo, destinados à implantação do Projeto de Segurança das Instalações Presidenciais - ProPR","Elaboração de anteprojeto, projeto básico, executivo, destinados à implantação do Projeto de Segurança das Instalações Presidenciais - ProPR",Administrativo,DF,Cadastrada,2018-08-17,2020-02-17,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1833947.81}",não possui,não possui
4747.53-96,Obra de Desenvolvimento de Teste da Websis - Fabrica de Software - MDRR,Projeto de desenvolvimento do MDR para integrar com api do CIPI.R,Desenvolvimento,DF,Cadastrada,2021-11-23,2021-11-22,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 300000.0}",Possibilitar subir um arquivo com varias obras a serem cadastradas e obter o id CIPIR,Habitar o envio de empreendimentos pelo MDR para o CIPI em lote.R
5271.53-01,"construção da Creche da UnB, localizado no Setor Norte do Campus Universitário Darcy Ribeiro, da Universidade de Brasília, em Brasília/DF, conforme projeto e especificações técnicas","construção da Creche da UnB, localizado no Setor Norte do Campus Universitário Darcy Ribeiro, da Universidade de Brasília, em Brasília/DF, conforme projeto e especificações técnicas",Educação,DF,Cadastrada,2022-01-15,2023-01-15,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 5178264.33}","A necessidade em tela decorre de demanda formulada pela Faculdade de Educação - FE, conforme documento SEI N. 6586942, constante nos autos do processo N. 23106.023644/2019-10.

A construção da creche é uma antiga reivindicação da comunidade da UnB, cuja demanda foi encaminhadas pela administração superior da universidade ao Governo do Distrito Federal - GDF  em diversas oportunidades, com o intuito de construir uma creche-escola, com estagiários próprios da instituição, uma proposta pedagógica inovadora e arquitetura própria.

O espaço atenderá crianças de 0 a 6 anos, com espaços pensados para as necessidades de cada idade, com o intuito de contribuir para seu desenvolvimento.

As ações, práticas e processos da Escola Infantil pretendem ser atreladas aos modelos baseados em evidências desenvolvidos, ou validados, pelo Espaço de pesquisa em primeira infância.

Assim, a creche será um espaço para desenvolver as condições humanas, cognitivas, afetivas, relacionais, éticas e estéticas da criança dentro de um modelo educacional de permanente reflexão sobre suas práticas, estratégias, fundamentos e modos de agir.

As necessidades para o espaço foram apresentadas à INFRA pela Faculdade de Educação em conjunto com outras unidades, com o objetivo de criar um espaço para aplicação prática das pesquisas conduzidas, mas principalmente, ser um espaço formador de referências onde crianças possam vivenciar e aprender.

Portanto, para viabilizar a implementação do modelo pedagógico proposto, faz-se necessário construir um novo edifício pensado para atender às necessidades específicas do público infantil que frequentará as dependências da edificação.","A necessidade em tela decorre de demanda formulada pela Faculdade de Educação - FE, conforme documento SEI N. 6586942, constante nos autos do processo N. 23106.023644/2019-10.

A construção da creche é uma antiga reivindicação da comunidade da UnB, cuja demanda foi encaminhadas pela administração superior da universidade ao Governo do Distrito Federal - GDF  em diversas oportunidades, com o intuito de construir uma creche-escola, com estagiários próprios da instituição, uma proposta pedagógica inovadora e arquitetura própria.

O espaço atenderá crianças de 0 a 6 anos, com espaços pensados para as necessidades de cada idade, com o intuito de contribuir para seu desenvolvimento.

As ações, práticas e processos da Escola Infantil pretendem ser atreladas aos modelos baseados em evidências desenvolvidos, ou validados, pelo Espaço de pesquisa em primeira infância.

Assim, a creche será um espaço para desenvolver as condições humanas, cognitivas, afetivas, relacionais, éticas e estéticas da criança dentro de um modelo educacional de permanente reflexão sobre suas práticas, estratégias, fundamentos e modos de agir.

As necessidades para o espaço foram apresentadas à INFRA pela Faculdade de Educação em conjunto com outras unidades, com o objetivo de criar um espaço para aplicação prática das pesquisas conduzidas, mas principalmente, ser um espaço formador de referências onde crianças possam vivenciar e aprender.

Portanto, para viabilizar a implementação do modelo pedagógico proposto, faz-se necessário construir um novo edifício pensado para atender às necessidades específicas do público infantil que frequentará as dependências da edificação."
5801.53-99,"RDC 257/2021-00 - Lote B - Consultoria ambiental especializada para a obtenção de Licença Prévia (LP),(LI),(ASV)","Consultoria ambiental especializada na elaboração de estudos ambientais necessários para a obtenção de Licença Prévia (LP), Licença de Instalação (LI), Autorização de Supressão de Vegetação (ASV) de empreendimentos prioritários para o DNIT.",Rodovia,DF,Cadastrada,2022-03-21,2027-05-23,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 44240123.76}",Projetos Básicos e Executivos de Engenharia,Ampliação da capacidade de trafego visando a melhoria da segurança do usuário.
5550.53-45,"Diagnóstico, Projetos e Execução dos Serviços de Preservação e de Recuperação Hidroambiental das Bacias Hidrográficas na área de atuação da Codevasf","Elaborar o diagnóstico da bacia hidrográfica; apresentar as propostas técnicas e soluções para elaboração do projeto hidroambiental; elaborar projeto de engenharia de recuperação hidroambiental; serviços de cercamento para proteção de nascentes, áreas ciliares e topos, de construções de terraços e bacias de captações (barraginhas) em áreas  das Bacias Hidrográficas da área de atuação da Codevasf, voltadas à recuperação das áreas degradadas e de seus recursos naturais.",Meio Ambiente,DF,Cadastrada,2022-01-03,2025-12-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 35000000.0}","Realizar Diagnósticos, Projetos e Execução de serviços de preservação e de recuperação hidroambiental das Bacias Hidrográficas na área de atuação da Codevasf.",Revitalizar as Bacias Hidrográficas da área de atuação da Codevasf por meio da recuperação hidroambiental.
5246.53-03,obra de construção do Edifício da Faculdade de Agronomia e Medicina Veterinária - FAV,"O objeto desta contratação é a obra do Edifício da Faculdade de Agronomia e Medicina Veterinária - FAV, localizado no Setor Norte do Campus Universitário Darcy Ribeiro da Universidade de Brasília, em Brasília/DF, conforme projeto e especificações técnicas.",Educação,DF,Cadastrada,2022-01-17,2023-06-17,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 21129194.03}","Trata-se de demanda de ampliação de espaço físico da Faculdade de Agronomia e Medicina Veterinária - FAV, solicitada desde 2006 em decorrência do incremento no número de docentes, discentes, disciplinas e laboratórios;

A construção de um edifício para a FAV é necessária para que a unidade seja remanejada do Instituto Central de Ciências - ICC, onde atualmente se encontra alojada em uma edificação cuja infraestrutura é inadequada para as atividades que são realizadas;

A construção da edificação consolidará um complexo da FAV no Hospital Veterinário de Pequenos Animais - Hvetinho - e possibilitará integrar as atividades acadêmicas e administrativas que atualmente estão espacialmente segregadas;

A construção de uma sede própria constitui medida necessária para viabilizar a implementação de ações de planejamento institucional no contexto do Plano de Reordenamento do ICC e a respectiva designação a área atualmente ocupada pela FAV a outra unidade de modo que também possa ampliar sua área com vistas ao ensino, pesquisa e extensão.","rata-se de demanda de ampliação de espaço físico da Faculdade de Agronomia e Medicina Veterinária - FAV, solicitada desde 2006 em decorrência do incremento no número de docentes, discentes, disciplinas e laboratórios;

A construção de um edifício para a FAV é necessária para que a unidade seja remanejada do Instituto Central de Ciências - ICC, onde atualmente se encontra alojada em uma edificação cuja infraestrutura é inadequada para as atividades que são realizadas;

A construção da edificação consolidará um complexo da FAV no Hospital Veterinário de Pequenos Animais - Hvetinho - e possibilitará integrar as atividades acadêmicas e administrativas que atualmente estão espacialmente segregadas;

A construção de uma sede própria constitui medida necessária para viabilizar a implementação de ações de planejamento institucional no contexto do Plano de Reordenamento do ICC e a respectiva designação a área atualmente ocupada pela FAV a outra unidade de modo que também possa ampliar sua área com vistas ao ensino, pesquisa e extensão."
3847.53-85,Projetos  CTPV,"Levantamento Planialtimétrico  para confecção dos projetos de movimentação de terra, esgotamento sanitário, captação de águas pluviais, 
Projeto de Climatização do CTPV",Segurança Pública,DF,Cadastrada,2021-09-16,2022-04-15,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 40672.45}","PROJETO DE CLIMATIZAÇÃO (AR CONDICIONADO) = 4.568,09m²
LEVANTAMENTO PLANIALTIMÉTRICO = 62.750,00m² ",Aperfeiçoamento e especialização do efetivo da PMDF.
5656.53-08,execução da revitalização geral da fachada do edifício Siderbrás sede da reitoria do IFB,"Esta contratação é necessária para que se modernize e revitalize a fachada que atualmente se encontra com esquadrias bastante danificadas que causam a entrada de água das chuvas para os ambientes internos, além disso, os mármores de fachada estão se soltando podendo causar acidentes com os pedestres que transitam nos passeios públicos do entorno da edificação. ",Educação,DF,Cadastrada,2022-08-01,2023-02-28,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 5000000.0}","modernizar o predio sede da reitoria do IFB, melhorando assim a qualidade de vida de toda a comunidade academica ",Modernizar a fachada dando mais segurança a todos os usuários da edificação e comunidade 
4644.53-15,Obra de Desenvolvimento de Teste da Websis - Fabrica de Software - MDRR,Projeto de desenvolvimento do MDR para integrar com api do CIPI.R,Desenvolvimento,DF,Cadastrada,2021-11-23,2021-11-22,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 300000.0}",Possibilitar subir um arquivo com varias obras a serem cadastradas e obter o id CIPIR,Habitar o envio de empreendimentos pelo MDR para o CIPI em lote.R
4652.53-69,Obra de Desenvolvimento de Teste da Websis - Fabrica de Software - MDRR,Projeto de desenvolvimento do MDR para integrar com api do CIPI.R,Desenvolvimento,DF,Cadastrada,2021-11-23,2021-11-22,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 300000.0}",Possibilitar subir um arquivo com varias obras a serem cadastradas e obter o id CIPIR,Habitar o envio de empreendimentos pelo MDR para o CIPI em lote.R
5306.53-00,OBRA DE INSTALAÇÃO DE USINA DE MINIGERAÇÃO DISTRIBUÍDA NA UNIDADE DE ENSINO E DOCÊNCIA DOS DEPARTAMENTOS DE CIÊNCIA DA INFORMAÇÃO E ESTATÍSTICA – UED CIC/EST,OBRA DE INSTALAÇÃO DE USINA DE MINIGERAÇÃO DISTRIBUÍDA NA UNIDADE DE ENSINO E DOCÊNCIA DOS DEPARTAMENTOS DE CIÊNCIA DA INFORMAÇÃO E ESTATÍSTICA – UED CIC/EST,Educação,DF,Cadastrada,2021-01-18,2021-12-18,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 572846.23}","Essas estratégias visam a fomentar a geração de energia solar fotovoltaica como ferramenta de: i) geração de energia elétrica renovável e sustentável; ii) redução de gastos com energia elétrica pela população, empresas e poder público; iii) racionalização de investimentos em infraestrutura de transmissão e distribuição; iv) redução de perdas elétricas e aumento da eficiência e eficácia do Sistema Interligado Nacional; v) geração de empregos locais e de qualidade; vi) redução de emissões de gases de efeito estufa; e vii) otimização da gestão da complementariedade energética entre as diversas fontes renováveis pela utilização racional dos reservatórios de recursos hídricos de usos múltiplos.

A Resolução Normativa 687 /2015 da Agência Nacional de Energia Elétrica (ANEEL) regulamenta a geração de energia e define as condições para conectar os sistemas à rede de distribuição. Segundo essa resolução, o excedente da energia produzida localmente e não consumida é lançada na rede, gerando créditos para a unidade consumidora.

Cita-se a Instrução Normativa IN SLTI-MP Nº 2/2014, publicada pelo Ministério do Planejamento (MPOG) que dispõe sobre o uso da Etiqueta Nacional de Conservação de Energia (ENCE). Esse sistema de etiquetagem prevê a obtenção de pontuação por bonificação, possibilitando acrescer até um ponto à pontuação geral com a justificativa e a comprovação de economia gerada em 10% com o uso de energias renováveis; 30% em cogeração ou inovações tecnológicas e; 70% de fração solar para coletores.
Portanto, ressalta-se que esta obra é fundamental no sentido de reduzir os custos operacionais relacionados ao consumo de energia elétrica nas Unidades de Ensino e Docência (UED) e constitui uma contribuição relevante para reduzir o impacto ambiental da Universidade de Brasília.","Justifica-se pela necessidade de modernizar e diversificar a infraestrutura da rede elétrica, reduzir os custos operacionais das edificações da Universidade de Brasília e pelo interesse em implementar ações de sustentabilidade na instituição por meio de implantação de usinas de geração de energia limpa. Essa iniciativa conta com a participação de integrantes do corpo docente da Faculdade do Gama para o desenvolvimento do projeto de instalações elétricas.

Sistemas fotovoltaicos produzem energia elétrica a partir de sistemas de micro e minigeração, aproveitando a insolação abundante que incide anualmente sobre o território nacional. É importante ressaltar que essa tecnologia tem baixo impacto ambiental ao longo de todo o seu ciclo de vida e contribui para o atingimento das metas de reduções de emissões de gases de efeito estufa do Brasil.

No intuito de promover tal ação, cita-se o projeto de P&D ""Eficiência Energética e Minigeração em Instituições Públicas de Educação Superior” tem como o objetivo principal a redução de entraves à implementação de projetos de Eficiência Energética (EE) e de geração própria de energia em unidades consumidoras do Setor Público, por meio da implantação de projetos pilotos em Instituições Públicas de Educação Superior, integrando ações e recursos dos programas de P&D e de eficiência energética, regulados pela Agência Nacional de Energia Elétrica (ANEEL). A CEB Distribuição (CEB-D) demonstrou interesse em participar desta iniciativa com o intuito de submeter propostas de projeto elaboradas por Instituições Públicas de Ensino Superior.

Destaca-se, então, que a obra de instalação da usina solar na Unidade Acadêmica (UAC) é alinhada com estratégias de eficiência energética definidas pelos Poderes Executivo e Legislativo e visa à redução de impactos ambientais, sociais e econômicos, resultantes da operação das edificações, através da utilização de fontes de energia renováveis."
1143.53-72,"Contrato nº 61/2019 - CGAD/DLOG (08200.005848/2021-13), referente a a obra de recuperação do sistema de impermeabilização e reparos na pavimentação do edifício sede da Polícia Federal, situada no SAS,","Contrato nº 61/2019 - CGAD/DLOG (08200.005848/2021-13), referente a a obra de recuperação do sistema de impermeabilização e reparos na pavimentação do edifício sede da Polícia Federal, situada no SAS, Quadra 06, lote 09/10, Brasília-DF",Segurança Pública,DF,Cadastrada,2020-01-03,2021-06-21,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1600000.0}","Contrato nº 61/2019 - CGAD/DLOG (08200.005848/2021-13), referente a a obra de recuperação do sistema de impermeabilização e reparos na pavimentação do edifício sede da Polícia Federal, situada no SAS, Quadra 06, lote 09/10, Brasília-DF",Segurança Pública
2007.53-40,SISEG - Sistema integrado de segurança,"implantação dos sistemas de monitoramento por câmeras digitais IP e alarmes de intrusão, nos prédios do Banco Central do Brasil, além da integração entre tais sistemas por meio do fornecimento de software de gerenciamento de vídeo, bem como a infraestrutura quando necessária",Administrativo,DF,Cadastrada,2019-02-04,2024-02-06,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 23427554.88}",Modernização do sistema de segurança do Banco Central,"implantação dos sistemas de monitoramento por câmeras digitais IP e alarmes de intrusão, nos prédios do Banco Central do Brasil, além da integração entre tais sistemas por meio do fornecimento de software de gerenciamento de vídeo, bem como a infraestrutura quando necessária"
1897.53-66,Contrato 17/2021 - Anexo II do Quartel do Comando-Geral do Corpo de Bombeiros Militar do Distrito Federal,"Contratação de empresa especializada para construção da edificação do Anexo II do Quartel do Comando-Geral do CBMDF (construção de edificação de 4 andares e 10.813m2, com fundação e estrutura, metálica e em concreto armado, com fornecimento e instalação de subestação de média tensão, entre outros serviços de obra), situado no Setor de Administração Municipal (SAM), Lote D, Módulo E, Asa Norte, Brasília-DF.",Segurança Pública,DF,Cadastrada,2021-05-13,2027-11-13,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 32525000.0}", Construção da edificação do Anexo II do Quartel do Comando-Geral do CBMDF.,Elevar a qualidade do atendimento à sociedade.
6129.53-60,Adequação do espaço junto à Imprensa Nacional,"Projeto para adequação do espaço a ser ocupado pelo Inmetro junto à Imprensa Nacional, consoante o acordo de compartilhamento celebrado em 24/05/2022.",Administrativo,DF,Cadastrada,2022-05-25,2022-08-26,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 105028.8}","Transferência da força de trabalho do atual prédio locado para um espaço compartilhado em imóvel público, visando a redução de custos e otimização dos espaços em imóveis públicos, ","Acomodação da força de trabalho do Inmetro - Gabin, Dplan, Caint, Profe a ser transferida do atual prédio locado."
4872.53-73,CPAC - Implantação de usina fotovoltaica,"Implantação das usinas fotovoltaicas para minigeração distribuída no sistema on-grid, para as unidades da Embrapa, compreendendo o fornecimento, montagem, comissionamento, ativação de todos os equipamentos e materiais, a aprovação do projeto elétrico junto a concessionária local de energia elétrica, a efetivação do acesso junto à concessionária de energia, o treinamento e suporte técnico, adequações das instalações elétricas e serviço continuado de aferição de performance pelo período de 24 (vinte e quatro) meses",Administrativo,DF,Concluída,2021-12-02,2024-07-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 2447500.0}","Implantação das usinas fotovoltaicas para minigeração distribuída no sistema on-grid, para as unidades da Embrapa, compreendendo o fornecimento, montagem, comissionamento, ativação de todos os equipamentos e materiais, a aprovação do projeto elétrico junto a concessionária local de energia elétrica, a efetivação do acesso junto à concessionária de energia, o treinamento e suporte técnico, adequações das instalações elétricas e serviço continuado de aferição de performance pelo período de 24 (vinte e quatro) meses","Viabilizar soluções de pesquisa, desenvolvimento e inovação para a sustentabilidade da agricultura, em benefício da sociedade brasileira."
1895.53-31,Reforma do espelho d'água do Edifício-Sede do Banco Central em Brasília/DF,Reforma do espelho d'água do Edifício-Sede do Banco Central em Brasília/DF.,Administrativo,DF,Cadastrada,2021-01-04,2021-05-18,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 139328.54}",Recuperação do sistema de impermeabilização e instalação de sistema para recirculação de água,Reestabelecer a impermeabilização do espelho d'água e instalar equipamentos de circulação de água para diminuir a necessidade de troca da água
2042.53-16,Dispensa de Licitação nº 20/2021  - Contratação de empresa especializada para obra emergencial de recuperação do sistema de energia elétrica do CESMA.,"Contratação de empresa especializada para obra emergencial de recuperação do sistema de energia elétrica do CESMA, compreendendo a substituição de transformador de energia elétrica, realização de testes, substituição de cabos, fusíveis, aterramentos e demais componentes que se fizerem necessários para o atendimento dos padrões pré-estabelecidos pela da CEB.",Segurança Pública,DF,Cadastrada,2021-05-21,2021-05-27,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 26900.0}",Melhorar a estrutura elétrica do CESMA e proporcionar um melhor atendimento aos fornecedores do CBMDF.,Prestar um melhor atendimento à sociedade e aos fornecedores do CBMDF.
2259.53-03,00 01030/2014 - BR-020/DF - EXECUÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS PARA A CARACTERIZAÇÃO TOPOGRÁFICA DA INFRAESTRUTURA DE TRANSPORTE,"Execução de serviços técnicos especializados para a caracterização topográfica da infraestrutura de transporte, conforme especificações e condições constantes do Termo de Referência - lote 05.",Rodovia,DF,Cadastrada,2014-12-29,2022-04-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 28847382.55}",Projetos Básicos e Executivos de Engenharia,Ampliação da capacidade de trafego visando a melhoria da segurança do usuário.
2253.53-10,"00 00185/2020 - VDR -  Lote 01: AC, AM, AP, DF, GO, MS, MT, PA, RO, RR e TO.","CONTRATAÇÃO    DE    EMPRESAS    PARA    A    PRESTAÇÃO    DE SERVIÇOS   TÉCNICOS   ESPECIALIZADOS   PARA   A   CARACTERIZAÇÃO FUNCIONAL  E  ESTRUTURAL  DE  RODOVIAS  FEDERAIS,",Rodovia,DF,Cadastrada,2020-04-20,2024-07-20,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 9540165.81}",Projetos Básicos e Executivos de Engenharia,Ampliação da capacidade de trafego visando a melhoria da segurança do usuário.
2257.53-79,00 00188/2020 - Serviços Técnicos Especializados para a Caracterização Funcional e Estrutural de Rodovias Federais - NACIONAL Lote 4,"CONTRATAÇÃO    DE    EMPRESAS    PARA    A    PRESTAÇÃO    DE SERVIÇOS   TÉCNICOS   ESPECIALIZADOS   PARA   A   CARACTERIZAÇÃO FUNCIONAL  E  ESTRUTURAL  DE  RODOVIAS  FEDERAIS,  ",Rodovia,DF,Cadastrada,2020-04-20,2024-07-20,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 8703082.29}",Projetos Básicos e Executivos de Engenharia,Ampliação da capacidade de trafego visando a melhoria da segurança do usuário.
